fish_id,name_english,name_latin,origin,phmin,phmax,temperature_min,temperature_max,cm_max,tank_size_liter,image_url,swim
364,Ocellated snakehead,Channa pleurophthalma,"Sumatra, Borneo,",6.0,7.5,24.0,28.0,40.0,265.0,https://selectyourfish.com/webps1/364.webp,2
365,African snakehead,Parachanna obscura,West Africa,6.0,7.5,26.0,30.0,45.0,280.0,https://selectyourfish.com/webps1/365.webp,2
366,Empire gudgeon,Hypseleotris compressa,"Australia, New Guinea,",6.5,7.5,20.0,35.0,12.0,100.0,https://selectyourfish.com/webps1/366.webp,2
367,Purple spotted gudgeon,Mogurnda mogurnda,"Australia, New Guinea,",6.5,7.5,20.0,26.0,20.0,150.0,https://selectyourfish.com/webps1/367.webp,1
368,Peacock gudgeon,Tateurndina ocellicauda,"New Guinea,",6.0,7.5,22.0,26.0,7.5,75.0,https://selectyourfish.com/webps1/368.webp,2
369,Black toraja goby,Mugilogobius sarasinorum,"Sulawesi,",6.5,7.5,26.0,28.0,8.0,80.0,https://selectyourfish.com/webps1/369.webp,1
370,Bumblebee goby,Brachygobius doriae,"Borneo,",6.5,7.5,22.0,28.0,4.0,45.0,https://selectyourfish.com/webps1/370.webp,1
371,Knight goby,Stigmatogobius sadanundio,"South Asia, South East Asia",6.5,7.5,20.0,26.0,9.0,80.0,https://selectyourfish.com/webps1/371.webp,1
372,Rainbow stiphodon,Stiphodon ornatus,"Sumatra,",6.5,7.5,20.0,26.0,6.5,50.0,https://selectyourfish.com/webps1/372.webp,1
373,Cobalt blue goby,Stiphodon semoni,"Sumatra, New Guinea ,",6.5,7.5,20.0,26.0,4.5,50.0,https://selectyourfish.com/webps1/373.webp,1
374,Flowerhorn cichlid,Amphilophus hybrid,"no natural occurrence,",6.5,7.8,25.0,31.0,40.0,340.0,https://selectyourfish.com/webps1/374.webp,2
375,Marbled goby,Oxyeleotris marmorata,"South Asia,",6.0,7.5,22.0,28.0,60.0,550.0,https://selectyourfish.com/webps1/375.webp,1
376,Doctor Fish,Garra rufa ,"Turkey, Syria, Iraq, Iran",6.5,8.0,14.0,20.0,12.0,110.0,https://selectyourfish.com/webps1/376.webp,1
377,Filament Barb,Dawkinsia filamentosa,India,6.0,7.5,20.0,25.0,13.0,200.0,https://selectyourfish.com/webps1/377.webp,2
378,Cardinal toothcarp,Brachyrhaphis roseni,"Costa Rica, Panama",7.0,8.0,22.0,30.0,6.0,60.0,https://selectyourfish.com/webps1/378.webp,2
379,Fourspotted toothcarp,Phallichthys quadripunctatus,Costa Rica,7.0,8.0,20.0,30.0,3.5,40.0,https://selectyourfish.com/webps1/379.webp,2
380,Shortfin molly,Poecilia mexicana,"Mexico, Guatemala",7.0,8.5,22.0,28.0,11.0,120.0,https://selectyourfish.com/webps1/380.webp,2
